Day,Metric,Unit,Amount
2018-02-25,"Body Fat (Nokia)",%,20.267
2018-02-26,"Blood Glucose",mg/dL,113.0
2018-02-26,"Weight (Nokia)",lbs,173.707
2018-02-26,"Body Fat (Nokia)",%,20.104
2018-02-27,"Weight (Nokia)",lbs,173.943
2018-02-27,"Body Fat (Nokia)",%,18.961
2018-02-27,"Blood Glucose",mg/dL,88.0
2018-02-27,"Blood Glucose",mg/dL,91.0
2018-02-28,"Weight (Nokia)",lbs,173.429
2018-02-28,"Body Fat (Nokia)",%,19.576
2018-02-28,"Blood Glucose",mg/dL,98.0
2018-03-01,"Blood Glucose",mg/dL,107.0
2018-03-01,"Weight (Nokia)",lbs,172.644
2018-03-01,"Body Fat (Nokia)",%,20.559
2018-03-02,"Weight (Nokia)",lbs,172.944
2018-03-02,"Body Fat (Nokia)",%,20.728
2018-03-03,"Weight (Nokia)",lbs,177.79
2018-03-03,"Body Fat (Nokia)",%,19.257
2018-03-04,"Weight (Nokia)",lbs,179.441
2018-03-04,"Body Fat (Nokia)",%,18.355
2018-03-05,"Weight (Nokia)",lbs,175.096
2018-03-05,"Body Fat (Nokia)",%,19.063
2018-03-06,"Weight (Nokia)",lbs,172.829
2018-03-06,"Body Fat (Nokia)",%,19.16
2018-03-06,"Blood Glucose",mg/dL,109.0
2018-03-07,"Weight (Nokia)",lbs,172.005
2018-03-07,"Body Fat (Nokia)",%,20.161
2018-03-07,"Blood Glucose",mg/dL,84.0
2018-03-08,"Weight (Nokia)",lbs,172.909
2018-03-08,"Body Fat (Nokia)",%,19.929
2018-03-08,"Blood Glucose",mg/dL,117.0
2018-03-08,"Blood Glucose",mg/dL,101.0
2018-03-09,"Weight (Nokia)",lbs,174.771
2018-03-09,"Body Fat (Nokia)",%,19.804
2018-03-10,"Weight (Nokia)",lbs,173.579
2018-03-10,"Body Fat (Nokia)",%,21.223
2018-03-11,"Weight (Nokia)",lbs,176.489
2018-03-11,"Body Fat (Nokia)",%,19.787
2018-03-12,"Weight (Nokia)",lbs,177.845
2018-03-12,"Body Fat (Nokia)",%,19.648
2018-03-12,"Weight (Nokia)",lbs,177.8
2018-03-12,"Blood Glucose",mg/dL,117.0
2018-03-13,"Weight (Nokia)",lbs,174.108
2018-03-13,"Body Fat (Nokia)",%,20.209
2018-03-14,"Weight (Nokia)",lbs,175.177
2018-03-14,"Body Fat (Nokia)",%,19.545
2018-03-15,"Weight (Nokia)",lbs,173.64
2018-03-15,"Body Fat (Nokia)",%,18.842
2018-03-16,"Weight (Nokia)",lbs,171.019
2018-03-16,"Body Fat (Nokia)",%,19.427
2018-03-17,"Weight (Nokia)",lbs,170.514
2018-03-17,"Body Fat (Nokia)",%,19.071
2018-03-18,"Weight (Nokia)",lbs,171.015
2018-03-18,"Body Fat (Nokia)",%,20.626
2018-03-19,"Weight (Nokia)",lbs,170.115
2018-03-19,"Body Fat (Nokia)",%,20.036
2018-03-20,"Weight (Nokia)",lbs,170.109
2018-03-20,"Body Fat (Nokia)",%,19.984
2018-03-21,"Weight (Nokia)",lbs,169.196
2018-03-21,"Body Fat (Nokia)",%,20.653
2018-03-22,"Weight (Nokia)",lbs,168.089
2018-03-22,"Body Fat (Nokia)",%,19.988
2018-03-23,"Weight (Nokia)",lbs,169.282
2018-03-23,"Body Fat (Nokia)",%,19.756
2018-03-24,"Weight (Nokia)",lbs,171.147
2018-03-24,"Body Fat (Nokia)",%,18.485
2018-03-24,"Body Temperature",°F,97.6
2018-03-25,"Weight (Nokia)",lbs,168.462
2018-03-25,"Body Fat (Nokia)",%,19.355
2018-03-25,"Body Temperature",°F,97.8
2018-03-26,"Weight (Nokia)",lbs,169.655
2018-03-26,"Body Fat (Nokia)",%,19.323
2018-03-26,"Body Temperature",°F,97.7
2018-03-27,"Weight (Nokia)",lbs,168.519
2018-03-27,"Body Fat (Nokia)",%,18.799
2018-03-28,"Blood Glucose",mg/dL,110.0
2018-03-28,"Weight (Nokia)",lbs,167.282
2018-03-28,"Weight (Nokia)",lbs,167.143
2018-03-28,"Body Fat (Nokia)",%,18.07
2018-03-28,"Weight (Nokia)",lbs,168.473
2018-03-28,"Body Fat (Nokia)",%,16.894
2018-03-28,"Weight (Nokia)",lbs,168.27
2018-03-28,"Body Fat (Nokia)",%,16.194
2018-03-29,"Weight (Nokia)",lbs,168.907
2018-03-29,"Body Fat (Nokia)",%,16.916
2018-03-29,"Weight",lbs,166.1
2018-03-30,"Weight (Nokia)",lbs,166.636
2018-03-30,"Body Fat (Nokia)",%,18.774
2018-03-30,"Weight (Nokia)",lbs,166.345
2018-03-30,"Body Fat (Nokia)",%,18.21
2018-03-31,"Weight (Nokia)",lbs,167.752
2018-03-31,"Body Fat (Nokia)",%,19.201
2018-04-01,"Weight (Nokia)",lbs,171.057
2018-04-01,"Body Fat (Nokia)",%,19.526
2018-04-02,"Blood Glucose",mg/dL,114.0
2018-04-02,"Weight (Nokia)",lbs,172.375
2018-04-02,"Body Fat (Nokia)",%,19.402
2018-04-03,"Weight (Nokia)",lbs,172.882
2018-04-03,"Body Fat (Nokia)",%,18.567
2018-04-04,"Blood Glucose",mg/dL,88.0
2018-04-04,"Blood Glucose",mg/dL,110.0
2018-04-04,"Weight (Nokia)",lbs,171.579
2018-04-04,"Body Fat (Nokia)",%,17.95
2018-04-05,"Weight (Nokia)",lbs,170.391
2018-04-05,"Body Fat (Nokia)",%,18.67
2018-04-06,"Weight (Nokia)",lbs,169.035
2018-04-06,"Body Fat (Nokia)",%,19.355
2018-04-07,"Weight (Nokia)",lbs,167.99
2018-04-07,"Body Fat (Nokia)",%,19.397
2018-04-08,"Weight (Nokia)",lbs,167.582
2018-04-08,"Body Fat (Nokia)",%,19.681
2018-04-08,"Weight (Nokia)",lbs,173.901
2018-04-09,"Weight (Nokia)",lbs,171.03
2018-04-09,"Body Fat (Nokia)",%,20.083
2018-04-10,"Weight (Nokia)",lbs,171.257
2018-04-10,"Body Fat (Nokia)",%,19.451
2018-04-10,"Blood Glucose",mg/dL,113.0
2018-04-10,"Blood Glucose",mg/dL,118.0
2018-04-11,"Weight (Nokia)",lbs,168.504
2018-04-11,"Body Fat (Nokia)",%,19.246
2018-04-12,"Weight (Nokia)",lbs,168.319
2018-04-12,"Body Fat (Nokia)",%,19.071
2018-04-13,"Weight (Nokia)",lbs,169.615
2018-04-13,"Body Fat (Nokia)",%,18.223
2018-04-13,"Blood Glucose",mg/dL,91.0
2018-04-14,"Weight (Nokia)",lbs,168.991
2018-04-14,"Body Fat (Nokia)",%,15.785
2018-04-15,"Weight (Nokia)",lbs,168.786
2018-04-15,"Body Fat (Nokia)",%,19.083
2018-04-16,"Weight (Nokia)",lbs,169.121
2018-04-16,"Body Fat (Nokia)",%,19.137
2018-04-16,"Blood Glucose",mg/dL,99.0
2018-04-17,"Weight (Nokia)",lbs,168.18
2018-04-17,"Body Fat (Nokia)",%,18.011
2018-04-18,"Weight (Nokia)",lbs,166.996
2018-04-18,"Body Fat (Nokia)",%,18.469
2018-04-18,"Blood Glucose",mg/dL,121.0
2018-04-19,"Weight (Nokia)",lbs,165.265
2018-04-19,"Body Fat (Nokia)",%,19.049
2018-04-20,"Weight (Nokia)",lbs,164.701
2018-04-20,"Body Fat (Nokia)",%,17.535
2018-04-20,"Body Fat",%,7.5
2018-04-20,"Weight (Nokia)",lbs,171.46
2018-04-20,"Weight (Nokia)",lbs,171.394
2018-04-21,"Weight (Nokia)",lbs,168.587
2018-04-21,"Body Fat (Nokia)",%,9.01
2018-04-22,"Weight (Nokia)",lbs,169.289
2018-04-22,"Body Fat (Nokia)",%,6.329
2018-04-23,"Weight (Nokia)",lbs,171.826
2018-04-23,"Body Fat (Nokia)",%,8.289
2018-04-23,"Blood Glucose",mg/dL,119.0
2018-04-24,"Weight (Nokia)",lbs,172.386
2018-04-24,"Body Fat (Nokia)",%,8.159
2018-04-24,"Blood Glucose",mg/dL,105.0
2018-04-25,"Weight (Nokia)",lbs,172.044
2018-04-25,"Body Fat (Nokia)",%,7.24
2018-04-26,"Weight (Nokia)",lbs,169.386
2018-04-26,"Body Fat (Nokia)",%,8.486
2018-04-26,"Blood Glucose",mg/dL,117.0
2018-04-27,"Weight (Nokia)",lbs,170.153
2018-04-27,"Body Fat (Nokia)",%,6.725
2018-04-28,"Weight (Nokia)",lbs,169.555
2018-04-28,"Body Fat (Nokia)",%,6.696
2018-04-29,"Weight (Nokia)",lbs,169.981
2018-04-29,"Body Fat (Nokia)",%,9.247
2018-04-30,"Weight (Nokia)",lbs,169.401
2018-04-30,"Body Fat (Nokia)",%,9.409
2018-05-01,"Blood Glucose",mg/dL,129.0
2018-05-01,"Weight (Nokia)",lbs,169.791
2018-05-01,"Body Fat (Nokia)",%,8.336
2018-05-02,"Blood Glucose",mg/dL,102.0
2018-05-02,"Weight (Nokia)",lbs,168.806
2018-05-02,"Body Fat (Nokia)",%,9.573
2018-05-03,"Blood Glucose",mg/dL,123.0
2018-05-03,"Weight (Nokia)",lbs,166.967
2018-05-03,"Body Fat (Nokia)",%,9.507
2018-05-04,"Weight (Nokia)",lbs,168.076
2018-05-04,"Body Fat (Nokia)",%,9.588
2018-05-05,"Weight (Nokia)",lbs,170.135
2018-05-05,"Body Fat (Nokia)",%,8.151
2018-05-06,"Weight (Nokia)",lbs,169.361
2018-05-06,"Body Fat (Nokia)",%,7.823
2018-05-07,"Ketones (Breath)",ppm,10.6
2018-05-07,"Weight (Nokia)",lbs,166.674
2018-05-07,"Body Fat (Nokia)",%,8.188
2018-05-08,"Weight (Nokia)",lbs,166.389
2018-05-08,"Body Fat (Nokia)",%,8.069
2018-05-09,"Blood Glucose",mg/dL,94.0
2018-05-09,"Weight (Nokia)",lbs,165.805
2018-05-09,"Body Fat (Nokia)",%,7.579
2018-05-10,"Blood Glucose",mg/dL,101.0
2018-05-10,"Weight (Nokia)",lbs,167.948
2018-05-10,"Body Fat (Nokia)",%,7.338
2018-05-11,"Blood Glucose",mg/dL,115.0
2018-05-11,"Weight (Nokia)",lbs,169.352
2018-05-11,"Body Fat (Nokia)",%,6.6
2018-05-12,"Weight (Nokia)",lbs,170.497
2018-05-12,"Body Fat (Nokia)",%,3.194
2018-05-13,"Ketones (Breath)",ppm,4.1
2018-05-13,"Weight (Nokia)",lbs,168.096
2018-05-13,"Body Fat (Nokia)",%,8.892
2018-05-14,"Ketones (Breath)",ppm,4.5
2018-05-14,"Weight (Nokia)",lbs,167.556
2018-05-14,"Body Fat (Nokia)",%,6.395
2018-05-15,"Weight (Nokia)",lbs,168.57
2018-05-15,"Body Fat (Nokia)",%,7.886
2018-05-16,"Blood Glucose",mg/dL,134.0
2018-05-16,"Weight (Nokia)",lbs,165.691
2018-05-16,"Body Fat (Nokia)",%,5.974
2018-05-17,"Blood Glucose",mg/dL,101.0
2018-05-17,"Blood Glucose",mg/dL,135.0
2018-05-17,"Weight (Nokia)",lbs,166.103
2018-05-17,"Body Fat (Nokia)",%,7.804
2018-05-17,"Weight (Nokia)",lbs,170.245
2018-05-17,"Body Fat (Nokia)",%,4.636
2018-05-18,"Weight (Nokia)",lbs,167.053
2018-05-18,"Body Fat (Nokia)",%,8.525
2018-05-19,"Weight (Nokia)",lbs,164.055
2018-05-19,"Body Fat (Nokia)",%,10.28
2018-05-20,"Body Fat (Nokia)",%,9.531
2018-05-20,"Weight (Nokia)",lbs,164.93
2018-05-21,"Weight (Nokia)",lbs,162.589
2018-05-21,"Body Fat (Nokia)",%,6.916
2018-05-21,"Weight (Nokia)",lbs,168.354
2018-05-21,"Weight (Nokia)",lbs,168.323
2018-05-22,"Blood Glucose",mg/dL,118.0
2018-05-22,"Weight (Nokia)",lbs,164.707
2018-05-22,"Body Fat (Nokia)",%,8.593
2018-05-23,"Weight (Nokia)",lbs,166.506
2018-05-23,"Body Fat (Nokia)",%,6.912
2018-05-24,"Blood Glucose",mg/dL,99.0
2018-05-24,"Body Fat (Nokia)",%,8.649
2018-05-24,"Weight (Nokia)",lbs,168.989
2018-05-25,"Weight (Nokia)",lbs,167.304
2018-05-25,"Body Fat (Nokia)",%,4.783
2018-05-26,"Weight (Nokia)",lbs,167.492
2018-05-26,"Body Fat (Nokia)",%,7.332
2018-05-27,"Weight (Nokia)",lbs,168.599
2018-05-27,"Body Fat (Nokia)",%,9.219
2018-05-28,"Weight (Nokia)",lbs,166.575
2018-05-28,"Body Fat (Nokia)",%,5.426
2018-05-29,"Blood Glucose",mg/dL,117.0
2018-05-29,"Weight (Nokia)",lbs,167.549
2018-05-29,"Body Fat (Nokia)",%,8.145
2018-05-30,"Blood Glucose",mg/dL,110.0
2018-05-30,"Weight (Nokia)",lbs,168.411
2018-05-30,"Body Fat (Nokia)",%,4.516
2018-05-30,"Weight (Nokia)",lbs,174.073
2018-05-31,"Blood Glucose",mg/dL,125.0
2018-05-31,"Weight (Nokia)",lbs,169.39
2018-05-31,"Body Fat (Nokia)",%,5.583
2018-06-01,"Weight (Nokia)",lbs,169.419
2018-06-01,"Body Fat (Nokia)",%,6.558
2018-06-02,"Weight (Nokia)",lbs,166.019
2018-06-02,"Body Fat (Nokia)",%,7.144
2018-06-03,"Weight (Nokia)",lbs,166.685
2018-06-03,"Body Fat (Nokia)",%,8.69
2018-06-04,"Weight (Nokia)",lbs,166.202
2018-06-04,"Body Fat (Nokia)",%,8.768
2018-06-05,"Blood Glucose",mg/dL,99.0
2018-06-05,"Weight (Nokia)",lbs,166.189
2018-06-05,"Body Fat (Nokia)",%,8.066
2018-06-06,"Blood Glucose",mg/dL,100.0
2018-06-06,"Body Fat (Nokia)",%,8.139
2018-06-06,"Weight (Nokia)",lbs,165.225
2018-06-07,"Blood Glucose",mg/dL,114.0
2018-06-07,"Weight (Nokia)",lbs,165.225
2018-06-07,"Body Fat (Nokia)",%,7.352
2018-06-08,"Weight (Nokia)",lbs,164.403
2018-06-08,"Body Fat (Nokia)",%,3.889
2018-06-09,"Weight (Nokia)",lbs,164.663
2018-06-09,"Body Fat (Nokia)",%,9.707
2018-06-09,"Weight (Nokia)",lbs,165.254
2018-06-09,"Body Fat (Nokia)",%,5.63
2018-06-10,"Weight (Nokia)",lbs,166.121
2018-06-10,"Body Fat (Nokia)",%,8.6
2018-06-11,"Weight (Nokia)",lbs,164.476
2018-06-11,"Body Fat (Nokia)",%,8.632
2018-06-12,"Weight (Nokia)",lbs,167.679
2018-06-12,"Body Fat (Nokia)",%,8.586
2018-06-13,"Blood Glucose",mg/dL,111.0
2018-06-13,"Weight (Nokia)",lbs,165.768
2018-06-13,"Body Fat (Nokia)",%,8.711
2018-06-14,"Blood Glucose",mg/dL,91.0
2018-06-14,"Weight (Nokia)",lbs,165.349
2018-06-14,"Body Fat (Nokia)",%,8.653
2018-06-15,"Weight (Nokia)",lbs,165.016
2018-06-15,"Body Fat (Nokia)",%,7.295
2018-06-16,"Weight (Nokia)",lbs,163.627
2018-06-16,"Body Fat (Nokia)",%,9.822
2018-06-17,"Weight (Nokia)",lbs,164.251
2018-06-17,"Body Fat (Nokia)",%,8.765
2018-06-18,"Blood Glucose",mg/dL,119.0
2018-06-18,"Weight (Nokia)",lbs,166.566
2018-06-18,"Body Fat (Nokia)",%,8.259
2018-06-19,"Blood Glucose",mg/dL,111.0
2018-06-19,"Weight (Nokia)",lbs,165.748
2018-06-19,"Body Fat (Nokia)",%,8.366
2018-06-20,"Weight",lbs,166.0
2018-06-20,"Body Fat (Nokia)",%,3.266
2018-06-21,"Blood Glucose",mg/dL,122.0
2018-06-21,"Weight (Nokia)",lbs,168.636
2018-06-21,"Body Fat (Nokia)",%,6.785
2018-06-22,"Weight (Nokia)",lbs,170.32
2018-06-22,"Body Fat (Nokia)",%,7.792
2018-06-23,"Weight (Nokia)",lbs,169.355
2018-06-23,"Body Fat (Nokia)",%,9.152
2018-06-24,"Weight (Nokia)",lbs,169.05
2018-06-24,"Body Fat (Nokia)",%,6.886
2018-06-24,"Weight (Nokia)",lbs,167.783
2018-06-24,"Body Fat (Nokia)",%,3.837
2018-06-25,"Blood Glucose",mg/dL,96.0
2018-06-25,"Weight (Nokia)",lbs,166.813
2018-06-25,"Body Fat (Nokia)",%,6.872
2018-06-26,"Blood Glucose",mg/dL,87.0
2018-06-26,"Blood Glucose",mg/dL,105.0
2018-06-26,"Blood Glucose",mg/dL,103.0
2018-06-26,"Weight (Nokia)",lbs,167.102
2018-06-26,"Body Fat (Nokia)",%,7.138
2018-06-27,"Blood Glucose",mg/dL,124.0
2018-06-27,"Blood Glucose",mg/dL,106.0
2018-06-27,"Blood Glucose",mg/dL,117.0
2018-06-27,"Weight (Nokia)",lbs,165.724
2018-06-27,"Body Fat (Nokia)",%,8.753
2018-06-27,"Weight (Nokia)",lbs,167.558
2018-06-27,"Body Fat (Nokia)",%,6.802
2018-06-28,"Weight (Nokia)",lbs,165.175
2018-06-28,"Body Fat (Nokia)",%,9.543
2018-06-28,"Weight (Nokia)",lbs,167.805
2018-06-28,"Body Fat (Nokia)",%,2.995
2018-06-29,"Weight (Nokia)",lbs,165.362
2018-06-29,"Body Fat (Nokia)",%,8.799
2018-06-30,"Weight (Nokia)",lbs,164.297
2018-06-30,"Body Fat (Nokia)",%,7.716
2018-07-01,"Weight (Nokia)",lbs,165.424
2018-07-01,"Body Fat (Nokia)",%,8.823
2018-07-02,"Blood Glucose",mg/dL,118.0
2018-07-02,"Weight (Nokia)",lbs,163.834
2018-07-02,"Body Fat (Nokia)",%,5.033
2018-07-03,"Blood Glucose",mg/dL,98.0
2018-07-03,"Weight (Nokia)",lbs,166.189
2018-07-03,"Body Fat (Nokia)",%,7.23
2018-07-04,"Weight (Nokia)",lbs,165.536
2018-07-04,"Body Fat (Nokia)",%,8.603
2018-07-05,"Blood Glucose",mg/dL,114.0
2018-07-05,"Weight (Nokia)",lbs,163.7
2018-07-05,"Body Fat (Nokia)",%,5.535
2018-07-06,"Blood Glucose",mg/dL,104.0
2018-07-06,"Blood Glucose",mg/dL,132.0
2018-07-06,"Weight (Nokia)",lbs,164.61
2018-07-06,"Body Fat (Nokia)",%,5.103
2018-07-06,"Weight (Nokia)",lbs,168.912
2018-07-07,"Weight (Nokia)",lbs,166.094
2018-07-07,"Body Fat (Nokia)",%,5.031
2018-07-08,"Weight (Nokia)",lbs,165.77
2018-07-08,"Body Fat (Nokia)",%,8.857
2018-07-09,"Blood Glucose",mg/dL,107.0
2018-07-09,"Weight (Nokia)",lbs,167.267
2018-07-09,"Body Fat (Nokia)",%,8.739
2018-07-10,"Weight (Nokia)",lbs,165.953
2018-07-10,"Body Fat (Nokia)",%,5.447
2018-07-10,"Weight (Nokia)",lbs,168.647
2018-07-10,"Weight (Nokia)",lbs,168.557
2018-07-10,"Body Fat (Nokia)",%,3.885
2018-07-11,"Weight (Nokia)",lbs,165.94
2018-07-11,"Body Fat (Nokia)",%,7.374
2018-07-12,"Blood Glucose",mg/dL,111.0
2018-07-12,"Weight (Nokia)",lbs,168.111
2018-07-12,"Body Fat (Nokia)",%,5.914
2018-07-12,"Weight (Nokia)",lbs,167.132
2018-07-12,"Body Fat (Nokia)",%,6.648
2018-07-13,"Weight (Nokia)",lbs,169.022
2018-07-13,"Body Fat (Nokia)",%,7.943
2018-07-14,"Weight (Nokia)",lbs,167.595
2018-07-14,"Body Fat (Nokia)",%,4.801
2018-07-15,"Weight (Nokia)",lbs,167.331
2018-07-15,"Body Fat (Nokia)",%,4.993
2018-07-16,"Weight (Nokia)",lbs,167.554
2018-07-16,"Body Fat (Nokia)",%,7.697
2018-07-17,"Weight (Nokia)",lbs,169.551
2018-07-17,"Body Fat (Nokia)",%,6.332
2018-07-18,"Weight (Nokia)",lbs,169.549
2018-07-18,"Body Fat (Nokia)",%,5.669
2018-07-19,"Blood Glucose",mg/dL,103.0
2018-07-19,"Weight (Nokia)",lbs,166.537
2018-07-19,"Body Fat (Nokia)",%,5.123
2018-07-19,"Weight (Nokia)",lbs,168.314
2018-07-19,"Body Fat (Nokia)",%,3.0
2018-07-20,"Blood Glucose",mg/dL,118.0
2018-07-20,"Weight (Nokia)",lbs,166.425
2018-07-20,"Body Fat (Nokia)",%,6.491
2018-07-20,"Weight (Nokia)",lbs,166.306
2018-07-20,"Body Fat (Nokia)",%,5.024
2018-07-21,"Weight (Nokia)",lbs,167.282
2018-07-21,"Body Fat (Nokia)",%,7.288
2018-07-22,"Weight (Nokia)",lbs,168.978
2018-07-22,"Body Fat (Nokia)",%,7.019
2018-07-23,"Weight (Nokia)",lbs,168.565
2018-07-23,"Body Fat (Nokia)",%,5.611
2018-07-27,"Ketones (Blood)",mmol/L,0.9
2018-07-27,"Weight (Nokia)",lbs,168.323
2018-07-27,"Body Fat (Nokia)",%,6.667
2018-07-28,"Weight (Nokia)",lbs,165.448
2018-07-28,"Body Fat (Nokia)",%,8.581
2018-07-29,"Weight (Nokia)",lbs,165.519
2018-07-29,"Body Fat (Nokia)",%,5.541
2018-07-30,"Weight (Nokia)",lbs,163.859
2018-07-30,"Body Fat (Nokia)",%,5.758
2018-07-31,"Weight (Nokia)",lbs,163.539
2018-07-31,"Body Fat (Nokia)",%,8.682
2018-08-01,"Weight (Nokia)",lbs,162.668
2018-08-01,"Body Fat (Nokia)",%,8.362
2018-08-02,"Weight (Nokia)",lbs,162.844
2018-08-02,"Body Fat (Nokia)",%,9.423
2018-08-03,"Weight (Nokia)",lbs,162.948
2018-08-03,"Body Fat (Nokia)",%,8.442
2018-08-04,"Weight (Nokia)",lbs,162.977
2018-08-04,"Body Fat (Nokia)",%,5.519
2018-08-05,"Weight (Nokia)",lbs,164.758
2018-08-05,"Body Fat (Nokia)",%,8.55
2018-08-06,"Weight (Nokia)",lbs,161.993
2018-08-06,"Body Fat (Nokia)",%,8.002
2018-08-07,"Blood Glucose",mg/dL,120.0
2018-08-07,"Body Fat (Nokia)",%,7.697
2018-08-07,"Weight (Nokia)",lbs,165.845
2018-08-08,"Blood Glucose",mg/dL,101.0
2018-08-08,"Blood Glucose",mg/dL,105.0
2018-08-08,"Blood Glucose",mg/dL,117.0
2018-08-08,"Weight (Nokia)",lbs,166.244
2018-08-08,"Body Fat (Nokia)",%,7.891
2018-08-09,"Weight (Nokia)",lbs,165.062
2018-08-09,"Body Fat (Nokia)",%,8.241
2018-08-10,"Weight (Nokia)",lbs,163.947
2018-08-10,"Body Fat (Nokia)",%,7.867
2018-08-11,"Weight (Nokia)",lbs,163.929
2018-08-11,"Body Fat (Nokia)",%,7.424
2018-08-12,"Weight (Nokia)",lbs,162.205
2018-08-12,"Body Fat (Nokia)",%,6.918
2018-08-13,"Weight (Nokia)",lbs,162.67
2018-08-13,"Body Fat (Nokia)",%,7.075
2018-08-14,"Weight (Nokia)",lbs,164.026
2018-08-14,"Body Fat (Nokia)",%,7.796
2018-08-15,"Blood Glucose",mg/dL,112.0
2018-08-15,"Weight (Nokia)",lbs,164.74
2018-08-15,"Body Fat (Nokia)",%,7.922
2018-08-16,"Blood Glucose",mg/dL,111.0
2018-08-16,"Blood Glucose",mg/dL,112.0
2018-08-16,"Weight (Nokia)",lbs,164.414
2018-08-16,"Body Fat (Nokia)",%,7.549
2018-08-17,"Weight (Nokia)",lbs,164.751
2018-08-17,"Body Fat (Nokia)",%,5.915
2018-08-18,"Weight (Nokia)",lbs,163.638
2018-08-18,"Body Fat (Nokia)",%,7.45
2018-08-19,"Weight (Nokia)",lbs,162.278
2018-08-19,"Body Fat (Nokia)",%,8.369
2018-08-20,"Blood Glucose",mg/dL,114.0
2018-08-20,"Weight (Nokia)",lbs,162.41
2018-08-20,"Body Fat (Nokia)",%,8.022
2018-08-21,"Blood Glucose",mg/dL,127.0
2018-08-21,"Weight (Nokia)",lbs,165.949
2018-08-21,"Body Fat (Nokia)",%,6.882
2018-08-21,"Weight (Nokia)",lbs,165.995
2018-08-21,"Body Fat (Nokia)",%,2.988
2018-08-22,"Weight (Nokia)",lbs,164.866
2018-08-22,"Body Fat (Nokia)",%,6.913
2018-08-23,"Weight (Nokia)",lbs,163.038
2018-08-23,"Body Fat (Nokia)",%,5.72
2018-08-24,"Weight (Nokia)",lbs,165.761
2018-08-24,"Body Fat (Nokia)",%,4.309
2018-08-25,"Weight (Nokia)",lbs,166.938
2018-08-25,"Weight (Nokia)",lbs,166.354
2018-08-25,"Body Fat (Nokia)",%,5.487
2018-08-25,"Weight (Nokia)",lbs,165.658
2018-08-25,"Body Fat (Nokia)",%,6.268
2018-08-25,"Weight (Nokia)",lbs,165.589
2018-08-25,"Body Fat (Nokia)",%,2.996
2018-08-26,"Weight (Nokia)",lbs,164.621
2018-08-26,"Body Fat (Nokia)",%,6.174
2018-08-26,"Weight (Nokia)",lbs,163.576
2018-08-26,"Body Fat (Nokia)",%,7.049
2018-08-27,"Blood Glucose",mg/dL,123.0
2018-08-27,"Weight (Nokia)",lbs,164.394
2018-08-27,"Weight (Nokia)",lbs,163.759
2018-08-27,"Body Fat (Nokia)",%,6.704
2018-08-28,"Weight (Nokia)",lbs,165.988
2018-08-28,"Body Fat (Nokia)",%,5.844
2018-08-28,"Weight (Nokia)",lbs,168.834
2018-08-28,"Body Fat (Nokia)",%,2.99
2018-08-29,"Weight (Nokia)",lbs,166.145
2018-08-29,"Body Fat (Nokia)",%,6.276
2018-08-30,"Weight (Nokia)",lbs,163.808
2018-08-30,"Body Fat (Nokia)",%,6.81
2018-08-31,"Weight (Nokia)",lbs,165.309
2018-08-31,"Body Fat (Nokia)",%,6.041
2018-09-01,"Weight (Nokia)",lbs,168.158
2018-09-01,"Body Fat (Nokia)",%,5.978
2018-09-01,"Weight (Nokia)",lbs,167.578
2018-09-01,"Body Fat (Nokia)",%,6.657
2018-09-01,"Weight (Nokia)",lbs,166.376
2018-09-01,"Body Fat (Nokia)",%,4.89
2018-09-02,"Weight (Nokia)",lbs,165.538
2018-09-02,"Body Fat (Nokia)",%,7.671
2018-09-02,"Weight (Nokia)",lbs,164.699
2018-09-02,"Body Fat (Nokia)",%,7.268
2018-09-03,"Weight (Nokia)",lbs,165.424
2018-09-03,"Body Fat (Nokia)",%,5.224
2018-09-04,"Weight (Nokia)",lbs,164.954
2018-09-04,"Body Fat (Nokia)",%,7.872
2018-09-05,"Weight (Nokia)",lbs,165.126
2018-09-05,"Body Fat (Nokia)",%,4.526
2018-09-06,"Weight (Nokia)",lbs,163.856
2018-09-06,"Body Fat (Nokia)",%,8.18
2018-09-07,"Weight (Nokia)",lbs,163.451
2018-09-07,"Body Fat (Nokia)",%,4.505
2018-09-08,"Weight (Nokia)",lbs,163.248
2018-09-08,"Body Fat (Nokia)",%,6.725
2018-09-09,"Weight (Nokia)",lbs,161.705
2018-09-09,"Body Fat (Nokia)",%,6.885
2018-09-10,"Weight (Nokia)",lbs,163.146
2018-09-10,"Body Fat (Nokia)",%,7.284
2018-09-11,"Weight (Nokia)",lbs,165.214
2018-09-11,"Body Fat (Nokia)",%,5.871
2018-09-13,"Body Fat (Nokia)",%,3.254
2018-09-13,"Weight (Nokia)",lbs,168.678
2018-09-14,"Weight (Nokia)",lbs,165.344
2018-09-14,"Body Fat (Nokia)",%,6.347
2018-09-15,"Weight (Nokia)",lbs,166.625
2018-09-15,"Body Fat (Nokia)",%,7.886
2018-09-15,"Weight (Nokia)",lbs,167.937
2018-09-15,"Body Fat (Nokia)",%,4.621
2018-09-16,"Body Fat (Nokia)",%,7.549
2018-09-16,"Weight (Nokia)",lbs,165.88
2018-09-17,"Weight (Nokia)",lbs,164.388
2018-09-17,"Body Fat (Nokia)",%,8.02
2018-09-18,"Weight (Nokia)",lbs,169.692
2018-09-18,"Body Fat (Nokia)",%,5.703
2018-09-19,"Weight (Nokia)",lbs,168.116
2018-09-19,"Body Fat (Nokia)",%,7.383
